id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated
20947,Sui,SUI,sui,667,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem']",10000000000.0,3338327017.9116654,10000000000.0,False,,11,3338327017.9116654,11894608847.953043,,2025-05-28T18:38:00.000Z,3.563044837768432,1031065937.7118262,-12.5695,-0.08456965,-3.18692758,-8.09256629,0.53538685,55.66979965,25.73793113,11894608847.953043,0.3502,35630448377.68,,2025-05-28T18:38:00.000Z
32196,Hyperliquid,HYPE,hyperliquid,87,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,"{'id': 32196, 'name': 'Hyperliquid', 'symbol': 'HYPE', 'slug': 'hyperliquid', 'token_address': '0x0d01dc56dcaaca66ad901c959b4011ec'}",12,333931719.0,11433655393.62746,,2025-05-28T18:38:00.000Z,34.239500901163154,279203752.72965133,-15.9421,0.20916183,-8.87417952,25.46680916,97.5439181,166.99740637,67.26277026,11433534220.033772,0.3366,34239500901.16,,2025-05-28T18:38:00.000Z
1975,Chainlink,LINK,chainlink,2016,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",13,,,,2025-05-28T18:38:00.000Z,15.481200423154988,313198200.8536588,-14.6207,-0.27846034,-3.06838135,-1.56908114,5.17563822,14.288055,1.10990357,10172696340.62881,0.2995,15481200423.15,,2025-05-28T18:38:00.000Z
5805,Avalanche,AVAX,avalanche,917,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,421158794.56904066,456161494.56904066,False,,14,,,,2025-05-28T18:38:00.000Z,22.992395258567875,341525603.6033736,-14.4202,-0.81484144,-2.31327643,1.52349573,5.81726114,15.22428776,1.93203036,9683449471.353373,0.2851,16456777453.06,,2025-05-28T18:38:00.000Z
512,Stellar,XLM,stellar,709,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31125797411.8635,50001786892.81785,False,,15,,,,2025-05-28T18:38:00.000Z,0.2828746540316791,179319489.7928324,6.3411,-0.08602746,-2.22718282,-1.83654072,-0.27232704,6.55126182,-1.36200315,8804699174.34102,0.2592,14144243802.9,,2025-05-28T18:38:00.000Z
11419,Toncoin,TON,toncoin,739,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2491581545.3585324,5131067226.352435,True,,16,,,,2025-05-28T18:38:00.000Z,3.40432240194986,905024525.7958859,456.33,-0.4708336,13.51406742,11.56881148,5.57895813,-8.73834694,0.16807964,8482146871.148904,0.2497,17467807104.58,,2025-05-28T18:38:00.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923355048.9,985239504.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",17,,,,2025-05-28T18:38:00.000Z,9.09376601765579,2033683.36001863,-49.187,0.27676667,2.33377394,2.87674536,1.2607472,-4.9542491,-0.62373544,8396774765.91772,0.2472,8959537520.73,,2025-05-28T18:38:00.000Z
5994,Shiba Inu,SHIB,shiba-inu,967,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem', 'animal-memes']",589552695333683.0,589249738948632.8,589504168190509.2,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce'}",18,589551575078137.0,8323194153.665961,,2025-05-28T18:38:00.000Z,1.4117838888926444e-05,162652134.72554153,-18.6021,-0.04665164,-3.047813,-2.59946389,4.24865205,11.77081606,-2.96846594,8318932879.818763,0.2449,8323209969.25,,2025-05-28T18:38:00.000Z
1831,Bitcoin Cash,BCH,bitcoin-cash,1020,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19875881.25,19875881.25,False,,19,,,,2025-05-28T18:38:00.000Z,408.8017958229347,225643309.56995228,-13.4384,0.17617491,-2.56612384,2.03947631,17.70226705,34.93042961,36.88905396,8125295948.563396,0.2392,8584837712.28,,2025-05-28T18:38:00.000Z
4642,Hedera,HBAR,hedera,342,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42239760469.12971,50000000000.0,False,,20,,,,2025-05-28T18:38:00.000Z,0.1835799003926942,130603999.5844736,-9.6834,0.01469215,-3.87693702,-5.47705448,-4.11138699,7.93357203,-8.20617823,7754371019.534094,0.2283,9178995019.63,,2025-05-28T18:38:00.000Z
2,Litecoin,LTC,litecoin,1371,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'layer-1', '2017-2018-alt-season', 'made-in-america']",84000000.0,75904251.98347135,84000000.0,False,,21,,,,2025-05-28T18:38:00.000Z,95.12411341831384,396329610.74646956,-11.4613,-0.16304555,-1.68472016,-0.16395854,12.06852544,11.22391631,-24.96733163,7220324674.608002,0.2126,7990425527.14,,2025-05-28T18:38:00.000Z
6636,Polkadot,DOT,polkadot-new,912,2020-08-19T00:00:00.000Z,"['defi', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem']",,1582029278.0798419,1582029278.0798419,True,,22,,,,2025-05-28T18:37:00.000Z,4.499709467587389,185497373.95356858,6.0759,-0.4240949,-1.65422898,-4.12539483,7.47172395,10.5232467,-9.94700522,7118672120.576307,0.2096,7118672120.58,,2025-05-28T18:37:00.000Z
328,Monero,XMR,monero,318,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season']",,18446744.07370955,18446744.07370955,True,,23,,,,2025-05-28T18:38:00.000Z,340.6831995762613,168460780.0203158,47.0847,-0.41056126,-11.71393021,-10.1497654,31.52108086,59.19310479,62.92882759,6284495792.795807,0.185,6284495792.8,,2025-05-28T18:38:00.000Z
11092,Bitget Token,BGB,bitget-token-new,31,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem']",,1169993089.2,1169993089.2,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x54D2252757e1672EEaD234D27B1270728fF90581'}",24,1169993089.2,6119209565.899016,,2025-05-28T18:38:00.000Z,5.23012453866981,73457333.6843987,3.5178,-0.0713173,-2.54875025,0.88763919,19.04541602,13.43194762,26.58224295,6119209565.899016,0.1802,6119209565.9,,2025-05-28T18:38:00.000Z
24478,Pepe,PEPE,pepe,575,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem']",420690000000000.0,420689899653543.56,420689899653543.56,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6982508145454ce325ddbe47a25d4ec3d2311933'}",25,,,,2025-05-28T18:38:00.000Z,1.366155894088178e-05,1027782623.4118809,-18.3021,0.17119952,-2.66309739,4.40216079,56.36297771,88.75917635,62.99431532,5747279859.950527,0.1692,5747281230.84,,2025-05-28T18:38:00.000Z
4943,Dai,DAI,multi-collateral-dai,3520,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']",,5365382702.664872,5365382702.664872,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",26,,,,2025-05-28T18:38:00.000Z,0.9998752489623277,19559493584.585457,0.6771,-0.00762663,0.00613593,0.00847672,-0.01307691,-0.00931345,0.01376351,5364713365.605206,0.1579,5364713365.61,,2025-05-28T18:38:00.000Z
35697,Pi,PI,pi,56,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,7249672408.895736,100000000000.0,False,,27,7249672408.895736,5258350673.05407,,2025-05-28T18:38:00.000Z,0.7253225216910205,84190652.99712254,-38.0475,-0.46051488,-3.27375747,-11.32784334,18.17373822,-10.68982191,-72.44962998,5258350673.05407,0.1548,72532252169.1,,2025-05-28T18:38:00.000Z
29470,Ethena USDe,USDe,ethena-usde,153,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,5221786818.819573,5221786818.819573,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4c9edd5852cd905f086c759e8383e09bff1e68b3'}",28,,,,2025-05-28T18:38:00.000Z,1.0007546344941702,112072700.58199032,26.6527,-0.00750218,-0.00129107,0.00423007,0.11816379,0.10466636,0.13645209,5225727359.274258,0.1538,5225727359.27,,2025-05-28T18:38:00.000Z
7083,Uniswap,UNI,uniswap,1238,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america']",,628688836.71,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",29,,,,2025-05-28T18:38:00.000Z,6.676307211673589,640667379.8559556,68.6262,-0.36543787,1.74843094,10.05199464,23.4251071,12.28956283,-16.7505324,4197319814.425653,0.1236,6676307211.67,,2025-05-28T18:38:00.000Z
7278,Aave,AAVE,aave,1085,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,15142594.5494089,16000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",30,,,0.15740448,2025-05-28T18:38:00.000Z,264.2269769538792,326209857.00855345,-29.6138,-0.23471524,-4.68445708,7.03622886,60.08129366,56.37875342,29.35051573,4001081981.028602,0.1178,4227631631.26,25419110840.01525,2025-05-28T18:38:00.000Z
1,Bitcoin,BTC,bitcoin,12198,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19871137.0,19871137.0,False,,1,,,,2025-05-28T18:39:00.000Z,107555.63007283388,47275293188.00608,-15.6059,0.13845153,-2.43229863,0.52648636,14.3569867,30.32964997,27.09742183,2137252660298.602,62.9191,2258668231529.51,,2025-05-28T18:39:00.000Z
1027,Ethereum,ETH,ethereum,10316,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120725247.07261096,120725247.07261096,True,,2,,,,2025-05-28T18:38:00.000Z,2647.0521521847654,18492153995.799187,-25.6534,0.00318274,-1.48138531,6.74640783,49.43619136,44.97621757,13.92072357,319566025086.5924,9.4078,319566025086.59,,2025-05-28T18:38:00.000Z
825,Tether USDt,USDT,tether,130031,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152913418919.93286,156004270711.01822,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",3,,,,2025-05-28T18:38:00.000Z,1.0000572451262384,74190854573.01637,-12.4001,-0.01598615,-0.01746483,-0.03062818,-0.0380278,0.00873143,0.1506456,152922172467.90247,4.5019,156013201195.19,,2025-05-28T18:38:00.000Z
52,XRP,XRP,xrp,1617,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-28T18:39:00.000Z,2.253574691596894,2216746076.112312,-3.4663,0.32196213,-3.61561165,-4.478396,-0.90341289,5.9269038,1.55567467,132253300784.12196,3.8934,225357469159.69,,2025-05-28T18:39:00.000Z
1839,BNB,BNB,bnb,2553,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887879.16,140887879.16,False,,5,,,,2025-05-28T18:39:00.000Z,687.3417844361917,1761405824.3978548,-9.8015,0.29016768,-0.28889001,2.95020175,14.14523945,14.04263893,13.1576664,96838126267.26494,2.8508,96838126267.26,,2025-05-28T18:39:00.000Z
5426,Solana,SOL,solana,927,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520525622.5670327,601827606.705092,True,,6,,,,2025-05-28T18:39:00.000Z,170.67269213093545,3451337998.831633,-3.2726,-0.00838717,-4.43732022,1.68063357,16.35462393,35.99333945,23.06382937,88839509326.64667,2.6154,102715537835.08,,2025-05-28T18:39:00.000Z
